A,B,C,D,E,F
1.2195121951,0.6529444581,0.7273170732,0.9177490956,0.9094236048,5.5873500448
1.1860465116,0.6393000259,0.6880984952,0.9168423413,0.9240661359,5.4209660076
1.9340328205,0.5063698672,0.675359904,0.9088361181,0.8397480756,4.3665851359
1.0909090909,0.5817885454,0.6538825758,0.9047543014,0.8852564103,4.6218556505
1.2269937446,0.657315018,0.7103144115,0.9282523681,0.9158097686,4.6678022202
0.8941176722,0.6649946195,0.7328560013,0.9243985056,0.924405436,5.6085017422
0.9118683882,0.6638388198,0.7368831744,0.9228207878,0.9255377827,5.7715390755
0.9112097406,0.6862383343,0.7381161122,0.9313269416,0.9297177643,5.8954413453
1.0888888889,0.6730831806,0.7535147392,0.9150668381,0.9357927344,6.1425350904
0.9257142596,0.585019905,0.6557829303,0.913032558,0.873566879,4.3972871871
1.5362953419,0.5790776257,0.686797093,0.9278332078,0.8637069233,4.8786270228
1.1666666667,0.6913400335,0.7167152575,0.9391267164,0.939789742,5.5902529859
0.8449275055,0.6843624718,0.7326223724,0.9357025888,0.9175099663,5.5332857901
1.4722222222,0.5879924203,0.6996855346,0.9231916906,0.8699902248,4.5038824775
1.2057971667,0.6326607916,0.6895663595,0.9137274724,0.9058154235,4.9409783129
1.0425531915,0.668837521,0.7082066869,0.92479291,0.9327995425,5.1323860356
0.8941176722,0.6835745685,0.7292646702,0.9352217407,0.9237986921,5.6650366495
1.2338461576,0.6368918398,0.7074813583,0.9141357737,0.9122186495,4.6287495462
0.7884615385,0.6298081597,0.6925422139,0.9162931374,0.9148079306,5.211465381
1.1590909091,0.6789922773,0.747771836,0.9271754176,0.9356007806,5.7526326052
0.9466665285,0.6759075263,0.7192643474,0.9301041495,0.9274682846,5.5663703998
1.1818181818,0.6997231068,0.7366695804,0.944498532,0.9312154696,5.353321764
1.0697674419,0.6727785472,0.6936299292,0.9329998034,0.9368385114,5.6093226337
1.2195121951,0.6628714325,0.726097561,0.9203394512,0.9106760477,5.6341123868
1.4722222222,0.6024448954,0.7020440252,0.9176227379,0.8832838773,5.0608501565
1.9017595229,0.5094102887,0.6799683298,0.9107136703,0.8442943477,4.0610624093
0.9962880742,0.5685447467,0.64937043,0.8975989905,0.8740506329,4.6382890689
0.9106932715,0.6722898214,0.7354156074,0.9284836281,0.9260797342,5.6872015682
1.0888888889,0.6855150623,0.7530612245,0.923573641,0.9365482234,6.0487819964
1.085106383,0.660817587,0.7052565707,0.9191555034,0.9332045266,5.8400460065
0.972043006,0.5984670503,0.6631458626,0.9201789325,0.8840486867,4.5481370859
1.0731707317,0.6908854084,0.7336474501,0.9364488733,0.935335689,5.2909496093
1.4571428571,0.6167929413,0.7193277311,0.9227401361,0.8864342423,5.0989657232
0.9137500358,0.6684561591,0.7356668385,0.9250548374,0.928195176,5.5659252205
1.1904761905,0.6584935174,0.709047619,0.9248677719,0.9300437227,5.5153879752
1.1951219512,0.6798052653,0.7262319562,0.9246690384,0.917321597,5.9620984569
1.4571428571,0.6224439454,0.7215686275,0.9243503157,0.8904251642,4.9634845645
0.875,0.6601170147,0.7157738095,0.9221303161,0.934888241,5.7603036753
0.911377124,0.6773053909,0.7445843415,0.9245694235,0.9352249928,5.6844964547
0.7785324534,0.643919854,0.7121499002,0.9225629679,0.9029259897,5.1238772391
1.1363636364,0.6919903844,0.7475,0.9318363193,0.9357041252,5.7696282808
0.9019607843,0.671820864,0.7306052856,0.9219817449,0.9417582418,5.8546576726
0.6923076923,0.6084610926,0.7155448718,0.9195520863,0.8879681803,5.0112240604
0.9929521536,0.6058568681,0.6616347167,0.9162148627,0.8876478318,4.9007883882
1.1442079963,0.6181896435,0.6820258117,0.9150368061,0.9012385919,4.8653685687
1.0352423053,0.5946220807,0.6662175959,0.9069274343,0.8930837563,4.6366081928
0.9356913309,0.5799565701,0.6534594957,0.9130868978,0.8768115942,4.4008866304
1.1818181818,0.6964019658,0.7331730769,0.9429732042,0.930135847,5.2468603323
1.0888888889,0.6829947391,0.7523809524,0.9241156388,0.9349112426,5.9486462801
0.9002122548,0.6787145115,0.7292893578,0.925000814,0.9199362041,5.6114232994
1.1818181818,0.6886891976,0.7368881119,0.9373909465,0.9286697879,5.2647224064
1.1867613285,0.6359629681,0.6899140616,0.9182372163,0.9142767097,4.9149706417
1.2228774103,0.645742605,0.7155414643,0.9196958654,0.9181818182,4.6820737954
0.9012015408,0.6865815615,0.7442815495,0.9351319351,0.936182176,5.5987720867
1.1156463123,0.6150531468,0.6861438712,0.9072789035,0.9001526718,5.2834369469
0.7735369251,0.6633888728,0.7124473362,0.9330715563,0.9040386607,5.0740853346
0.9570459996,0.5715721762,0.6514655466,0.9013179265,0.8710286254,4.6203754854
1.085106383,0.6673208786,0.7075511055,0.9210658682,0.93598234,5.6837511013
1.1063829787,0.6614821296,0.7033551555,0.9201343471,0.9375511317,5.7121211988
1.5142857143,0.5869916355,0.7134770889,0.9191714538,0.8764900662,4.6471845548
1.7745665767,0.5391703293,0.6714822819,0.9247742851,0.845468629,4.1295431244
0.994232922,0.597070735,0.6585935185,0.911529591,0.8851329176,4.4270359379
1.4166666667,0.6254724662,0.7194989107,0.9204887251,0.8983339,5.2497514308
1.5,0.5855041855,0.6877572016,0.9225035624,0.8676184296,4.955744664
1.1590909091,0.6945696675,0.7535650624,0.9415354914,0.9355463347,4.9292137659
0.9597855555,0.5740615728,0.6461837882,0.9045510098,0.8710629921,4.6784939846
1.1707317073,0.6885240246,0.7411077236,0.9283189819,0.9254441624,5.4817170849
1.8387096576,0.521421647,0.6878892543,0.9102807659,0.85,4.5722689256
1.4571428571,0.604966434,0.7179271709,0.9126577734,0.8914782609,5.2672998437
1.5047022015,0.5666443676,0.6749020487,0.9180038888,0.8554364472,4.5904469894
1.9031548013,0.5114034961,0.6784616198,0.9114440572,0.8436052725,4.3004549728
1.5022951342,0.562495045,0.6800167364,0.9132148183,0.8604934511,4.650403374
1.1590909091,0.7017988168,0.753342246,0.9397050462,0.940472879,5.4529812695
0.9293412415,0.700906242,0.7505554734,0.9361594623,0.9350432116,5.539157422
1.837392021,0.530147937,0.6849456273,0.9162204429,0.8559259259,4.4174800307
1.2820512821,0.6543398331,0.7387179487,0.9239016339,0.9096937165,5.0485022933
0.8525424576,0.658418145,0.7223859308,0.9182802834,0.912654321,5.8130807779
1.2195121951,0.6672946065,0.7258536585,0.9228551343,0.9109274564,5.5751978537
0.9370573579,0.5892473907,0.6530852939,0.9147145594,0.8761967646,4.5175369005
1.4444444444,0.6208294901,0.7147435897,0.9168634268,0.8967828418,5.0448827056
0.9129412006,0.66683041,0.7362113055,0.923743455,0.9287298946,6.024970377
1.1729856625,0.6153859429,0.6967350468,0.9050953633,0.9060044011,5.2785470927
0.7705556244,0.6265361863,0.7022850454,0.9258154889,0.8907960935,4.8380502151
1.1818181818,0.6706087122,0.7388548951,0.9279201302,0.9306358382,5.5135963643
1.2820512821,0.6763788542,0.7484615385,0.933381924,0.9147602632,5.4042034121
0.9090909022,0.6668304118,0.7357802284,0.9247691851,0.9274439214,5.8204346885
0.9741935186,0.5813672704,0.6616819815,0.9021394615,0.88376561,4.6091957211
0.9542152178,0.5905793439,0.6558409865,0.9165216106,0.879772799,4.5082775
1.2523076242,0.6484826726,0.6977887986,0.925735928,0.9099647549,4.7443418105
0.9293893796,0.5777234062,0.6537729596,0.9053728175,0.8743606138,4.5989028646
0.9698924109,0.5969807894,0.6648570949,0.9162375592,0.8838028169,4.5051497712
0.914893617,0.6744666487,0.7120237506,0.9340600697,0.9332036316,5.4651642724
1.4166666667,0.6128554184,0.7028867102,0.9189380478,0.8796864349,4.9965534172
1.5035927212,0.5806200488,0.6894459891,0.9241073599,0.8714503817,4.5434280615
0.753623299,0.6243118406,0.6975770225,0.9158311677,0.8974709501,4.9983426677
0.9574132129,0.5893083713,0.6623585078,0.9091780583,0.8845786963,4.6485301839
1.2093023256,0.6843628138,0.737254025,0.9402506044,0.926904695,5.3022919306
1.4722222222,0.5977518818,0.6868448637,0.9213938309,0.8760026738,5.2737466209
1.1860465116,0.667200171,0.7398540812,0.9254015018,0.9300659215,5.6172255727
0.9977323841,0.5908198734,0.6576639616,0.9105751817,0.8828914141,4.5153769454
1.0342790407,0.5963984603,0.6614623478,0.9052692993,0.8837285903,4.8870165163
1.7846003136,0.531918679,0.6750069893,0.9150256127,0.8492832236,4.269006061
1.4594594595,0.5858265674,0.6881881882,0.9216768699,0.8746819338,4.5054793884
1.5862068966,0.563973761,0.6847826087,0.9151415747,0.8557377049,4.7488801991
1.1931260506,0.6433786351,0.6884248475,0.9208155314,0.9072618673,5.144596622
1.5142857143,0.5743057335,0.6835579515,0.9144259088,0.8617057424,4.917429428
0.8897059681,0.6658093134,0.7337922712,0.9227361357,0.9289570901,5.8329300957
1.1111111111,0.6788778366,0.7328888889,0.9231922741,0.9316384181,5.9608532194
0.7600000123,0.654868463,0.7034539993,0.9333017303,0.90260631,4.7029247178
0.9769859282,0.5865594953,0.6612409169,0.9082359854,0.880587484,4.5235529931
0.9019607843,0.6710369424,0.7297527707,0.9212652768,0.9450731438,5.6936740907
0.9977323841,0.5889503218,0.6574288297,0.9099001402,0.8820189274,4.446956448
0.8876051251,0.6522857846,0.7254040038,0.9142453697,0.9221967963,6.0462764086
1.1666666667,0.6756707083,0.7176870748,0.9316072193,0.9324494949,5.6668526542
1.4571428571,0.6170541077,0.7226890756,0.9208045572,0.8893485005,4.8773543409
1.0356866326,0.5827741069,0.6584380201,0.8987272145,0.8816137566,4.6524296462
0.9061085257,0.6703957083,0.7362120792,0.9252753886,0.9274356751,5.6793275131
1.8387096774,0.5429944477,0.6697792869,0.9248783113,0.8520518359,4.2363578712
1.1463414634,0.6959210271,0.7387130254,0.9294492798,0.9216574943,5.6958423344
1.6764705882,0.546463143,0.6811145511,0.9073366556,0.859375,4.5283292917
0.7858267051,0.6242598776,0.701284433,0.9217145003,0.8850707479,5.1239532363
0.9611940819,0.6780544554,0.751967614,0.9209249981,0.9368600683,5.9654815941
0.7304785889,0.5964707814,0.6904142841,0.9228866947,0.8711711712,4.9621251949
0.9211957205,0.693965502,0.7396074274,0.9291286098,0.9229518856,5.7069104626
0.9173914279,0.7001868282,0.7289356533,0.9340793201,0.9232289951,5.2911427501
1.0403041262,0.6086566205,0.6650517889,0.9185912238,0.8866141732,4.3956751738
1.0361918597,0.5993575417,0.66300175,0.9104523236,0.885199241,4.4016018688
0.9238095299,0.5812588712,0.6573746052,0.9089524313,0.8769574944,4.5054493904
1.7819687104,0.5295923262,0.6742121531,0.9143238519,0.843220339,4.5230576853
0.8775510204,0.6654604691,0.7071665876,0.9299001679,0.9338765277,5.4132247203
1.1705685771,0.6432888406,0.6909042167,0.9204745028,0.9121983914,5.095112703
0.9865196692,0.6781110856,0.7306266298,0.9268696578,0.9243792325,5.9224329133
1.6206896552,0.5811088759,0.6962582539,0.9274509644,0.8726436782,4.375471033
1.0388802272,0.6051963447,0.6649221156,0.9108746101,0.8915422886,4.8581513491
1.5142857143,0.6256776558,0.7102425876,0.9363472379,0.8881024604,4.9119088367
0.9741935186,0.5926842402,0.6616819815,0.913024987,0.8815075056,4.6133986044
0.9882353611,0.716859448,0.7593611496,0.9406088451,0.9426860565,5.7059347757
0.9753694525,0.5773000681,0.6527507165,0.9066497624,0.8727615457,4.5615169914
0.9249394631,0.6942979162,0.7273998693,0.9286096693,0.9255952381,5.4133663165
0.9484733484,0.5828404891,0.650690458,0.911260405,0.8749606299,4.4037434043
1.3846153846,0.6308728819,0.7127255461,0.9298065868,0.8915948916,4.7197603249
1.2160132948,0.6316065328,0.6936078136,0.9139966892,0.906577693,5.2215488442
1.5032952924,0.5621508581,0.6766201616,0.9135525991,0.8574494175,4.5671064559
1.1601334117,0.6226739231,0.6928700699,0.9117402064,0.9033222591,5.3639654621
1.4786700758,0.5878110159,0.6859223601,0.9252922354,0.8722604884,4.5123985399
1.9017595229,0.5165434518,0.6828313543,0.915937267,0.8460446967,4.1072575598
1.1086956522,0.6805563705,0.7188832055,0.9315746425,0.9327986726,5.4906894558
0.7427536882,0.6469065364,0.7007777314,0.9334070956,0.8947006194,5.0575538682
1.8017077906,0.5292830118,0.6688074868,0.9176268966,0.8390137781,4.3413537575
0.9038461538,0.682571026,0.7086743044,0.9358697203,0.9390078612,5.5706533022
1.8666666667,0.5234533598,0.662797619,0.9237180227,0.8337701235,3.9462337181
0.9639343161,0.5758906222,0.6479033363,0.9050440582,0.8737615852,4.6971849031
1.1904761905,0.6628714353,0.7088095238,0.9280767607,0.9288611544,5.4795853507
0.9387755102,0.6884121699,0.7287045253,0.9326150971,0.945323741,5.5938123752
0.911377124,0.6889013125,0.7400205392,0.9374929859,0.9265714286,5.5023295973
1.4864864865,0.5696753202,0.6872235872,0.9174792427,0.8635381291,4.9010192984
0.9090909022,0.6714505894,0.7359999299,0.9288882763,0.9249033683,5.5945005161
0.7040472562,0.5979410204,0.6986852173,0.912417329,0.8809041835,5.4487776421
0.9612702949,0.6938607907,0.7574170429,0.9342854491,0.934255079,5.5040053745
0.911377124,0.6827329879,0.7404769195,0.9278522736,0.9297994269,5.7868108759
0.8468749152,0.6793303997,0.7277731719,0.9318015583,0.9146904835,5.3796116619
0.8876051251,0.6626767827,0.7251790026,0.9220710937,0.9250861079,5.6852087799
1.2429246852,0.655469927,0.7074855645,0.9279795485,0.9197411003,4.9990931021
1.0638297872,0.672517973,0.7072340426,0.9265749446,0.9368658399,5.7770714137
1.4571428571,0.6205108897,0.7193277311,0.9207556494,0.8957098012,5.0377391469
0.9191320273,0.6930075051,0.7473862852,0.9329802748,0.9328663164,6.0408842867
1.0188356318,0.6095034659,0.6641387941,0.9126071758,0.8863858962,5.0187970861
0.9422269982,0.662444158,0.7204306885,0.9243282098,0.9245748766,5.5247413983
0.9215686275,0.6688094631,0.7165206508,0.9266769191,0.9380120153,5.4692869958
1.35,0.6219374913,0.7115740741,0.9248678571,0.8823191734,4.8999832727
1.0189456575,0.6028267023,0.6645584665,0.9095387053,0.8840909091,5.0592526678
0.9106932715,0.6865273814,0.7340964763,0.9380554556,0.9251870324,5.75072575
1.5135135135,0.5790452576,0.6906370656,0.9196084574,0.8733597803,5.0879456041
1.9340175468,0.5137000567,0.674257489,0.9161192645,0.8403508772,4.3427107174
0.885294117,0.6707126949,0.7418409496,0.9294502802,0.9241877256,5.0872772145
0.9422269982,0.6775153944,0.7204306885,0.9310625862,0.9258445482,5.5018927704
1.5142857143,0.6147054827,0.7099730458,0.9312485693,0.8880647336,5.0549351133
1.0638297872,0.6712751383,0.7078723404,0.9261347177,0.9390347163,5.7133639674
1.837392021,0.5431974454,0.6849456273,0.9278900762,0.8533973412,4.2942908004
1.0888888889,0.6842765489,0.7517006803,0.9217442517,0.9401588202,6.1195455127
0.8039215686,0.6358629553,0.7003825921,0.9154012878,0.9190461249,5.0837401476
0.7396020228,0.6290666899,0.7136270414,0.9172519504,0.9003062266,4.7900106285
1.4444444444,0.6137072205,0.7136752137,0.9136824164,0.8906666667,5.2559746142
1.1395348837,0.5909916673,0.6575700047,0.9122793205,0.8836096939,4.4277527547
1.1666666667,0.6670828889,0.7106413994,0.9245213753,0.9362996159,5.7075221408
1.7737407565,0.5286245893,0.67241039,0.9118419371,0.8472276076,4.2470956542
0.8491525297,0.6816177084,0.7309110496,0.9308506141,0.9166410335,5.4725770151
0.9327730084,0.5737047957,0.6578208839,0.9021391151,0.8784301213,4.7448886236
1.1590909091,0.687818636,0.743315508,0.9375714169,0.9292479109,5.5963599142
1.0283688078,0.5840856757,0.6625363912,0.8963078558,0.8871181939,4.7624283265
0.6923076923,0.5984678044,0.7158119658,0.9122954162,0.8841966348,5.1052955539
1.0367298953,0.5983465884,0.6632768888,0.9066564674,0.8896254558,4.8742833275
0.9985152132,0.5827031645,0.657774585,0.9046893167,0.8798242862,4.4925546156
1.1555555556,0.6724493315,0.7196581197,0.9313785088,0.9245127642,5.4221831543
1.2820512821,0.6768797825,0.7458974359,0.9351309653,0.917376222,5.1695579725
0.6935065147,0.5946872436,0.6883225236,0.9193472167,0.8706896552,5.0512922214
0.9792606396,0.6979082423,0.7610883903,0.932104788,0.9448238186,5.7939108961
1.4594594595,0.5602708194,0.6956956957,0.9078073853,0.8625504189,4.6465973169
1.1395348837,0.6019364228,0.6587565259,0.9205124237,0.8818297332,4.3484844916
1.4444444444,0.6152814729,0.7134081197,0.9131425723,0.8978151261,5.0632694466
1.8709677261,0.5209345235,0.6726920511,0.9098454034,0.8541666667,4.4520303776
1.1666666667,0.6539316054,0.6868318756,0.9238544244,0.9299342105,5.2203689003
1.1867613285,0.6366342405,0.6858711319,0.9192223758,0.9072035231,4.6212087634
1.1333333333,0.6847206459,0.7352941176,0.9328917216,0.932062966,5.5157608396
0.9465649033,0.5793781781,0.6543493878,0.90876828,0.8775574441,4.3854419215
1.8064516129,0.5416180359,0.6800115207,0.9213744159,0.8486700216,4.5146649908
1.1655518351,0.6238821203,0.6915837582,0.9087598067,0.9079651941,5.0367602214
1.1792453786,0.6349317808,0.6879433949,0.9205080923,0.9022180569,4.7826582692
1.9039040163,0.5202027898,0.6651721592,0.9186558302,0.8473338203,4.4210435904
1.1522490218,0.6342333042,0.696028738,0.9189941654,0.901,5.1064280258
1.1582089604,0.6314836883,0.6846053322,0.9208667788,0.8994743758,4.8518235193
1.1906710037,0.627883564,0.6893662494,0.9109293221,0.9054945055,5.2148159916
1.4444444444,0.6364880477,0.7077991453,0.9291570588,0.8970886933,4.7620382638
0.9525980152,0.6871984546,0.7397321688,0.9324639436,0.9268861054,5.5880549345
1.35,0.6187003486,0.7078703704,0.9177903799,0.8838150289,4.8873463092
1.837392021,0.5418929866,0.6882058618,0.9245774579,0.8574593796,4.4908035601
1.4444444444,0.6082749195,0.7174145299,0.9131414682,0.8926553672,5.1997597919
0.8912318921,0.6583554432,0.7308539379,0.9201076306,0.9233825199,5.7447533917
0.9137500358,0.6796591238,0.733249773,0.9301684905,0.9282336579,5.483348939
1.4594594595,0.5971112305,0.6899399399,0.9313792011,0.8680730479,4.1405543387
1.0638297872,0.6778592383,0.7034042553,0.930661186,0.938138479,5.6109332127
1.4444444444,0.6132478588,0.7131410256,0.9192753229,0.891188251,5.206419518
1.243902439,0.6206005321,0.6910569106,0.905773827,0.9183349221,5.8337829531
1.1707317073,0.6711274301,0.7423780488,0.9159449962,0.9185790632,5.634598421
0.9593067365,0.5813672696,0.6478178299,0.9102845495,0.8745247148,4.3993126557
0.957295378,0.6036990247,0.6630013782,0.9207079048,0.8831044395,4.5244033811
1.0366972364,0.6851488667,0.746484032,0.9245789282,0.9366157329,5.9107794565
0.9227053072,0.6833401737,0.7269391165,0.9262642686,0.9208538588,5.4261067324
0.9093996715,0.6748907807,0.7322307771,0.922585608,0.9304018637,5.6514881833
0.961136076,0.6824579494,0.7579265418,0.9270923195,0.9326570865,5.1148279834
1.4722222222,0.5969518561,0.6907756813,0.9205715033,0.8780812791,5.2760092681
1.0638297872,0.6800664712,0.7104255319,0.9284704717,0.938976378,5.1239232865
1.2093023256,0.6606358807,0.7330053667,0.9258852665,0.9244218838,5.6409724078
0.8923418362,0.6448725643,0.7333096963,0.9096192899,0.9263247379,5.9490738566
1.8709677419,0.5205880193,0.6768631813,0.9080466339,0.8582510578,4.4886772728
1.4444444444,0.5947990866,0.7064636752,0.9086441252,0.8887768817,4.9417202736
